text,stars,sentiment
Kirpiklerinizin dolgun ve kıvrık görünmesini istiyorsanız kesinlikle tercih edeceğiniz maskara olmamalı. Fırçası dümdüz ve sadece uzatıyor. Maskarayı da düzensiz dağıttığı için üzerinden temiz bir fırçayla gecmek gerekiyor benim için. Ben daha çok dolgun gözükmesini istediğim için hiç begenmedim. Ambalajı güzel şık ama bunun bir önemi yok bence.Tekrar almayı düşünmüyorum.,2,Negatif
Ürün elime bugün ulaştı öncelikle Denebunu ailesine hediyesi için çok teşekkür ederim. Hemen denemek istedim ama göründüğü kadar da maalesef güzel bir yapıya sahip değildi. Kirpiklere hacim vermiyor ve benim için maskarada önemli olan fırçasıdır . Çok düz bir yapıya sahip olduğu için kesinlikle uzun göstermiyor. Çok memnun kalmadım açıkçası. 🥺,2,Negatif
"Dik ve orta uzunlukta kirpiklere sahibim, ürünün vaadetmiş olduğu %50 uzunluğu asla yakalayamadım. 3 kat hacim de özellikleri arasında ama 2 kat sürmeme rağmen bahsedilen hacime de uzunluğu da  ulaşamadım maalesef. Bu fiyata bu özellikleri barındıran daha iyi ürün bulabilirsiniz. Tercih edeceğim bir ürün değil.",2,Negatif
Avon legendary  maskarasını ilk defa duydum ve ilk defa kullandım kirpiklerimi uzatmadı ama tek tek ayırma konusunda başarılı bir uzun kirpikleri kısa birisi olarak uzunluk vermesine özen gösteriyorum bu ürün kirpiklerimi uzatmadı biraz hacim verdi renk verdi tek tek ayırdı.,2,Pozitif
"Bu ürünün en iyi yanı kirpiklerin ayrı ayrı oluşu. Onun dışında sürdükten 2 saniye sonra katı oluyor, sanki kirpik donmuş gibi bu yüzden ikinci kat asla sürülemiyor.  Sürülüşü güzel olsa da sürdükten sonrası pek iyi değil. Bu yüzden tavsiye edemiyeceğim.",2,Negatif
"Plastik fırçalardan hoşlanmıyorum, ama dar ve uzun olması iyiydi, kirpiklerimi rahat kavradı fakat kirpiklerim örümcek bacağı gibi göründü ayırma ve uzunluk aradığım özellik değil malesef. Bu yönde beklentileri olanlar çok memnun kalır.",2,Negatif
Beğenmedim ne yazıkki pul pul dökülüyor ve söylediği kadar hacim vermiyor ne yazıkki daha önce aynı markanın farklı rimellerindede aynı sorunu yaşamıştım biraz daha geliştirilmeli günlük kullanımda bile kullanmayı düşünmüyorum,2,Negatif
"Öncelikle ürünün sevdiğim özelliklerinden bahsetmek istiyorum; kirpikleri tek tek ayırıp uzatıyor, topaklanma yapmıyor, sürdükten birkaç saat sonra dökülme yapmıyor,( çoğu rimel benim göz altlarıma minik minik döküldüğü için bu özelliğini sevdim) ağırlık hissi vermiyor. Ambalajı hafif, fırçasının kullanımı  hem alt hem üst kirpikler için uygun. İlk açtığımda çoğu rimele kıyasla ıslaklık yoktu ve kirpiklerimi birbirine yapıştırmadı. Günlük kullanım için uygun olduğunu düşünüyorum. Gün sonunda çok rahat ve kolay bir şekilde tek pamukla temizlenebiliyor. Sevmediğim özelliklere gelecek olursak maalesef hacim ve dolgunluk etkisi yaratmıyor, tek katta sanki rimel sürmemişim gibi durdu. Kirpik kıvırcısı kullanmadan  uyguladığımda kirpik kaldırma etkisini görmedim. Simsiyah , dolgun, hacimli dikkat çeken kirpik  görüntüsü bekliyorsanız beklentilerinizi karşılamayacak bir ürün ama günlük ve hafif makyaj yapmayı sevenlerdenseniz kesinlikle memnun kalacağınızı düşünüyorum.",3,Pozitif
"Denebunu kutusunda tester olarak gelen Avon Legendary Lengths Maskarayı sevgilim denedi. Öncelikle maskaranın kalıcılığı çok iyi. Ürün gün boyu kaşlarından silinmedi. Ayrıca maskaranın verdiği uzunluğu ve hacimi gerçekten çok sevdiğini söyleyebilirim. Fakat bunların dışında ürünün bir de olumsuz yanları var maalesef. Öncelikle alt kirpiklerinin maskarasında akma oldu. Maskarayı sürerken hemen kuruması, diğer katları sürmesini zorlaştırdı. Maskara kuruduktan sonra nokta nokta dökülmeye başladı. Ayrıca kirpiklerini de yapıştırdı. Bu saydığım problemlerin dışında genel anlamda kaşlarında iyi durdu ve sevgilimin güzelliğine güzellik kattı. Fakat ben doğallıktan yana biri olduğum için ürünü tavsiye eder miyim bilmiyorum ama fiyatını uygun bulan denemek için alabilir.",3,Negatif
"Rimelde aradığım özellikler kirpiklere güzel hacim vermesi, uzatması ancak bunu yaparken de kirpikleri birbirine yapıştırmadan ve topak topak bir görüntü bırakmadan yapmasıdır. Rimel seçici olduğum bir üründür, bu nedenle çok fazla marka denemişliğim yoktur, senelerdir Maybelline dışında satın aldığım bir ürün olmadı. Avon Legendary Lengths maskaranın ise ilk sürüşlerimdeki hissiyatını sevdim, kirpikleri yapıştırmadan hacim verdiğini düşündüm ancak kirpiklerimin biraz daha uzamasını isteyip birkaç defa daha ürünü uyguladığımda kirpiklerimi yapıştırdı ve kirpiklerimde doğal olmayan topak topak bir görüntü bıraktı. Kirpiklerim istediğim uzunluğa da ulaşamadı. Denenebilir ancak benim beklentimi karşılamadı.",3,Negatif
"Merhaba;
Ürün genel anlamada kaliteli fakat benim kirpiklerim kısa ama sık olduğu halde belirli bir anlamda kıvrılma işlemi göremedim. Galiba fırçasının plastik olmasından kaynaklı olabilir. Şunu söyleyebilirim cidden dokusu ve hacim vermesi çok iyi. Renk cidden kirpiklerde belli olmakta. Diğer markalara nazaran maskaranın fiyat performans olarak kötü olduğunu söyleyemem. Uzun kirpiklere sahipseniz bu maskarayı tavsiye ederim. Rengin belirgin şekilde kirpiklere hacim uygulaması çok iyi fakat benim gibi kısa kirpiklere sahipseniz tavsiye etmiyorum. Kirpikleri hem yapıştırıyor hem de gözde ağırlık hissi veriyor. 
İyi günler...",3,Negatif
Avon kullanmayı yıllar önce bırakmıştım. Bu ürünü tekrar denediğimde Avon'un epey ilerlediğini fark ettim. Öncelikle maskaranın fırçası tam sevdiğim gibi. Sürümü çok kolaylaştırıyor. Ürün gerçekten de kirpikleri upuzun yapıyor fakat yeterli düzeyde hacimlendirdiğini söyleyemem. Bundan dolayı kirpikler uzun olsa bile çok gösterişsiz oluyor. Hacimli olması için bir kat daha uyguladığımda topaklanmalar yapıyor. Kalıcılığı orta seviye. Yani doğal makyajlarımda tercih edebileceğim bir ürün fakat gece makyajlarına uygun değil diyebilirim.,3,Pozitif
"Bu maskarayı Avon Unlimited Maskara ya da çok benzettim açıkçası. Silikon fırçası, verdiği mükemmel hacim ve kirpikleri tek tek ayırması vs hepsi çok çok benziyor. Tek farkı fırçasının eğik olmaması. 
Ayrıca hem alt hem hem de üst kirpikleri çok güzel kavrıyor ve şekillendiriyor. Ince fırçaları bu yüzden seviyorum
Fakat bana gelen ürün bitik kıvamda gibiydi bir seferlik zorla kirpiklerime sürdüm normal rimellerden aldığım o yeni açılma hissiyatı yoktu bu biraz üzdü çünkü çok ümitliydim bu üründen",3,Pozitif
"Öncelikle ürünün paketlemesi fiyatına göre çok ucuz duruyor. Yani daha kalitesiz bir kapak tasarımı düşünemezdim. Sertçe açsam elimde kalacak gibi. Silikon fırça ve kısa kılları olmasını çok sevdim. Sürdükten sonra 30 saniye kadar beklemezseniz yapışıyor ve açılmıyor. Beklerseniz güzel sabitleniyor. Fakat fiyatına baktığım zaman, indirimde olmazsa öncü markalar ile arasında 20 tl oynuyor. Bu fiyatlara ilk tercihim olmaz. Avon markasından daha kaliteli bir tasarım beklerdim.",3,Negatif
"Ambalajı, kokusu, dokusu gayet güzel fakat uzunluk ve hacim vermesi konusunda yetersiz bir ürün olduğunu düşünüyorum. İlk katta uzunluk vermesi açısından güzel bir sonuç alacakmışsınız hissi veriyor fakat ikinci ve üçüncü katta benim daha çok kirpiklerimi birleştirdi. Halihazırda uzun ve gür kirpikleriniz varsa tercih edilebilir bir durum, çünkü ilk katta gerçekten kirpikleri ayırıyor ve ekstra uzunluk katıyor. Ayrıca kalıcılığı ideal, temizliği de kolay diyebilirim.",3,Negatif
Ürün genel olara başarılı ancak bilirsiniz maskaralarda beklentilerimiz genelde tüm vaadleri bir arada bulundurmasıdır. Hem uzatsın hem hacimlendirsin hem simsiyah olsun gibi ancak bu ürün evet siyah ve uzatıyor benim incecik kirpiklerimi bile uzatacak kadar başarılı ancak şunu söylemeliyim ki hacim konusunda sınıfta kaldı. Hacim vermiyor üç dört kat sürdüğümde ise çok görüntüden memnun kalmadım. Ancak zaten kirpikleri dolgun ancak kısa olanlar bu ürünü çok severler,3,Negatif
Avon Legendary Lengths Maskasayı tek kat olarak uyguladım gerçekten çok doğal bir görüntü elde ettim. Kirpiklere hacim vermiyor ancak güzel uzatıyor. Fırçası çok hoşuma gitti. Ürünün plastiği kateli değildi ancak fırçasını görünce iyi bir sonuç alacağımı düşündüm. Başta her şey güzeldi fakat kısa bir süre etkisini kaybetti. Topak topak dökülmeler oldu. Kalıcılığı maalesef çok kötü. Zaten az hacim vermişti verdiği hacim de kısa bir süre sonra geçti.,3,Negatif
"Öncelikle bu ürünü toplamda beş kez kullandığımı belirtmek istiyorum. Beşinde de benzer bir deneyim yaşadım. Ürünün formülü oldukça güçlü çünkü uzun saatler kirpiklerimde kalmasına rağmen akma veya dökülme yapmadı. Suya, tere, göz damlasına karşı hemen dağılmaması hoşuma gitti. Ürünün fırçasının sentetik olmasını beğendim çünkü kıl fırçalarda çok sık topaklanma yaşıyorum. Tüp girişinin dar olması da topaklanmayı engelliyor bence çünkü fırçayı batırıp çıkarırken fazlasını tekrar tüpe bırakabiliyorum. Bu ürünün olumsuz yanı tek katta bariz bir hacim veya uzunluk sağlamaması. Ben istediğim sonuca 3. katmanda ulaşabildim. Bu yüzden 1 puan kırdım. Üçüncü katmanı sürerken dikkatli olmak gerek yoksa kirpikler birbirine yapışabiliyor. Yine de günlük makyajında doğal görünümlü, kirpiklerde topaklanma yapmadan hafif uzunluk ve hacim katan maskara arayanların bu maskaraya bir şans verebileceğini düşünüyorum. Eğer aradığınız tek katmanda güçlü bir etkiyse açıkçası bunun doğru ürün olmayacağını düşünüyorum. Genel olarak bence piyasadaki çoğu orta segment maskara böyle olduğu için muadillerine göre formülü ve fırçasından dolayı başarılı sayılabilecek bir maskara olmuş.",4,Pozitif
"Avon lise yıllarımın markası birçoğumuzun olduğu gibi makyaja ilk başlamamın vesilesi. Denebunu kutumda görünce bir duygulanmadım değil :) 
Yorumlarıma geçmeden önce biraz kirpiklerimden bahsedeyim. Benim kirpiklerim uzun, sık ve gür aslında günlük hayatta bunun için maskara tercih etmiyorum. Özel günlerde tercih ettiğim maskaradan ise beklediğim performans hem kirpikleri uzatması hem de daha hacimli göstermesi yani bir nevi takma kirpik etkisi yaratması oluyor. Bu ürün ise hacim vermiyor ancak kirpikleri güzel bir şekilde tarayıp uzatıyor. Plastik bir fırçaya sahip ancak kirpikleri kıvırmıyor. gün içinde akma ve dökülme problemleriyle karşılaşmadım bu sevdiğim bir özelliği oldu. Ayrıca ambalajı çok şık lila ve rose gold detayları çok sevdim. Ancak dediğim gibi maskarayı daha çok özel günlerde tercih ettiğim için ve beklentim daha yüksek olduğu için bir daha tercih edeceğim bir ürün değil. Günlük hayatta maskara kullanan ve beklentisi sadece kirpikleri uzatması olan kişiler tercih edebilir.",4,Negatif
İlk olarak ambalajının rengine ve dokusuna bayıldığımı söylemeden geçemicem. Fırçası da en sevdiğim fırça türü gerçekten. Tek tek ayıran türden. Çok yoğun bir maskara değil ilk katta doğal bir duruşu var. Bana tek kat yeterli gelmedi kirpiklerim ince ve aşırı uzun değiller. İkinci katta istediğim görünüme daha fazla yaklaştı diyebilirim ama normalde kullandığım maskaradan iki katta aldığım sonucu bu maskarada üç katta ancak alabildim. Tabiki bu kirpiklerinizin uzunluğuna ve yoğunluğuna göre değişir dediğim gibi benim kirpiklerim ince ve çok sık değil. Dayanıklılık konusuna gelecek olursam; kalıcılığı gayet iyi sabahtan akşama bir akma yapmadı gayet gün boyu sizi götürür. Bir rimelde olması gereken kriterlerimi karşıladı açıkçası tekrar alabileceğim bir ürün.,4,Pozitif
Avon Legendary Lengths Maskara kirpikleri tek tek ayırıyor çok güzel uzatıyor günlük kullanım ve doğal görünüm için ideal maskara. Aşırı hacim vermiyor ama kirpik kıvırıcı ile daha iyi bir sonuç elde edebilirsiniz. Maskaranın en iyi özellikleri kirpikleri birbirine yapıştırmıyor olması topaklanma ve kirpikler de ağırlık hissi yaratmaması. Suya dayanıklı değil ama kalıcılığı gün boyu kalıyor. Kirpikleri ince ve belirgin olmayan kişiler için çok ideal bir maskara çünkü maskaranın fırçası en küçük kısa kirpiklere bile ulaşarak belirginlik sağlıyor ve uzun kirpik görünümü bırakıyor. Maskara fırçasının yeni özelliği sayesinde alt kirpiklerinize bile uygulayabilirsiniz. Tavsiye ediyorum.,4,Pozitif
"Avon cilt bakım ve makyaj ürünlerini sık sık kullanıyorum  birçogu oldukça kaliteli ürünler avonun birçok maskarasını denemistim ama bu maskarayı daha önce kullanmamıştım ambalajı çok tatlı incecik bir fırçası var kirpiklerim uzun fakat kıvrık değil.Avonun bu maskarasının en beğendiğim özelliği ise uzunluk vermesi ve kullanım kolaylığı benim kirpiklerimi çok kıvırdığını söyleyemeyeceğim ama asla  yapış yapış bir etki  yaratmıyor. Gün boyu maskara göz altlarıma dökülmedi, kirpiklerim hacim kaybetmedi ve en önemlisi de temizlerken kirpiklerimi dökmedi kolayca temizlenebiliyor ve akmıyor. Beğenerek kullandığım maskaralar arasına girdi bile,günlük kullanım için ideal.",4,Pozitif
Maskara göze sürdükten sonra çabuk kuruyan bir maskara bu yüzden akma yapması minimuma düşüyor. Çabuk kuruyor ancak üst üste sürülmesine engel değil istediğiniz kadar kat geçebilirsiniz. Kirpikleri çok yapıştırmıyor fırçası ince ve narin bu sayede kirpiklerin her yerine ulaşıyor. Pek fazla hacim vermeye yönelik değil daha çok uzunluk vermeye yarıyor. Buna rağmen çok çok uzatmıyor ama doğal bir görünümü var ve değişikliği görebiliyorsunuz. 1 katta bile belirgin bir değişiklik oldu. Normalde gözüm çok yaşardığı için maskara benden çok akar ama bunda gözle görülür bir sorun deneyimlemedim. Gün içinde düşme de yapmıyor sürüldüğü gibi kalıyor bu açıdan da güzel.,4,Pozitif
"Öncelikle eğer uygun fiyatlı satılırsa kesinlikle tavsiye ederim. özelliklerinden bahsedecek olursam; ambalajı çok tatlı. ama kapak kısmı aşırı kırılabilir plastik gibi geldi bana. fırçası plastik ve çok iyi. kirpikleri güzel tutuyor. her yeni alınan maskarada olduğu gibi ürün ıslak ve yapışkan değildi. kıvamındaydı. müthiş. gelelim vaatlerine. ilk olarak uzunluk sonrasında hacim vereceğini söylüyor. uzunluktan geçer not alıyor ancak hacim, maalesef yok. günlük maskaranız olabilir. ya da kirpikleriniz kıvrıktır ama uzun değildir. tam size göre bir ürün. akşama kadar kullandım akma yapmıyor. bunu beklemiyordum. benden geçer not aldı.",4,Pozitif
"Avon marka maskarayi ilk defa kullandım. İsmini çok zaman duyduğum bu ürün denebunu sayesinde elime geçti. Ambalajı çok iyi olmakla beraber topaklanma yapmamasını beğendim. Sürerken her ne kadar kolay sürülse de belki benden kaynaklı olabilir diye düşünüyorum ama biraz daha hacim verse daha iyi olurdu sanki. Tek sıkıntı biraz az hacim vermesi gibi duruyor. Temizlenmesi kolay, topaklanmiyor ve gözde akma yapmıyor. Normal şartlarda çoğu ürünün bende yaptığı gibi kaşıntı da yapmadı. Yani bu özellikleri ile bile kullanılır diye düşünüyorum. Hayvanlar üzerinde deney yapmaması da artı özellik olarak yansıdı bana.",4,Pozitif
Maskaranın uygulaması çok kolay aplikatörü hafif maskara kirpiklerinizi tek tek ayırıp simsiyah yapıyor yoğun gür kirpikli insanlar için çok çok güzel bir ürün benim seyrek kirpiklerimde bile çok güzel durdu tek tek ayırdığı için gözünü yukarı doğru kaldırıp gözü badem gibi kalkık ve çekik gösteriyor iki üç kat uyguladım yeni olduğu için fazlaca ıslak olmasına rağmen topaklanma yapmadı gün boyu da kirpiklerimde kalmasına rağmen kirpiklerimi düşürmedi akma dökülme yapmadı ama bir o kadar da kolay kirpiklere zarar vermeden kolayca temizlendi .etkiyi tam göstermek için resim de ekledim,4,Pozitif
"Bayıldımm. Avon zaten kullandığım bir markaydı ve bu maskara da gayet başarılı olmuş. Alerji olmaya çok müsait bir gözüm var ona rağmen azıcık bile bir kaşıntı yapmadı.  Kullandığım başka maskaralarda gözlerime rimel aktığında yanma hissiyatı çok oluyordu ama bu maskarada böyle bir şikayetim olmadı. Gün içerisinde herhangi bir akma da gözlemlemedim. Oldukça hafif hissettiren, ağırlık yapmayan bir ürün. Kirpikleri kısa olan birinde nasıl olur bilemem ama kendi gözlemlerimle gayet memnun kaldım. Tam bir fiyat performans ürünü. Bittiğinde tekrar alacağım bir maskara oldu.",4,Pozitif
"Avon Legendary Lengths Maskara, kutuda gelen ürünler arasından çok merak ettiklerimden biriydi. Benim için maskarada en önemli şeyler uzunluk ve hacimdir. Bu maskara bana tam da istediğimi verdi. Çünkü bu ürünün verdiği hacim gerçekten çok iyi. Kirpiklerimi muhteşem ayırdı. İlk katta bile verdiği uzunluk ve hacim gözle görülür seviyedeydi. Fırçasının kullanımı çok iyi ve sürerken bulaşma sıkıntısı yok. Kısa kirpilere kadar ulaşması ve sürülmesi çok iyi. Sürerken kirpiklerime hiç yapışmadı, topaklanma olmadı ve kirpiklerimi tek tek ayırdı. Sürdükten sonra birkaç saniye içinde hemen kurudu. Gün boyu kaldığı halde kirpiklerde hiç düşme ve akma olmadı. Sürdükten sonraki haliyle gün boyu kalıcılığı devam etti. Maskarayı kirpiklerime zarar vermeden ve uğraşmadan kolay bir şekilde çıkartabildim. Gerçekten harika bir ürün. Çok beğendim ve kullanmaya devam edeceğim. Herkese tavsiye ederim🤗",5,Pozitif
Avon legendary lengths maskarası bu kutu içerisinde en heyecanla ve sabırsızlıkla beklediğim ürün buydu çok fazla reklamını gördüm çok merak ediyordum denebunu ailesine bu ürünü deneme fırsatı verdiği için teşekkür ediyorum normalde yeni açılan maskara biraz ıslak oluyor ve zamanla kendi formunu buluyor ama bu üründe hiç öyle birşey yaşamadım ilk açılışta bile formu gayet iyiydi kirpikleri tek tek kavrayıp ayırıyor fırçası çok güzel topaklanma asla yapmıyor hacim vermesi uzatması benim için gayet yeterli zaten uzun ve kıvrık kirpiklere sahibim benim için yeterli bir ürün. Gün içerisinde dökülme bozulma yapmadı. Kapağı açıldıktan sonra 3 ay ömrü var keşke birazcık daha ömrü uzun olsa daha çok memnun kalırdım. Ambalajı çok güzel soft bir şekilde tasarlanmış göze hitap ediyor ve oldukça da şık duruyor.,5,Pozitif
Avonun maskaralarını daha önce hiç kullanma fırsatı bulamamıştım diğer markaların ürünlerini kullanmıştım daha önce. Avon legendary lengths maskarasını da ilk kez deneyimledim. Sosyal medyada sürekli kullananların yorumlarını görüyordum. Çok merak ediyordum bende. Maskarayla ilgili olumlu yorumlarla karşılaşmıştım genelde. Benim yorumlarıma gelince öncelikle maskaranın ambalajını çok beğendim. Çok güzel bir tasarım yapmışlar. Maskaranın dışı kadar içi de çok güzeldi. Siyah maskaraları çok sevdiğim için bu maskaranın siyahlığı da  benim için önemli bir detaydı. Sürüldüğünde güzel bir siyahlık etkisi vardı kirpikleri hacimli ve kıvrık göstermesi çok hoşuma gitti. Benim kirpiklerimde güzel bir etki bıraktı. Bence vaatlerini çok güzel yerine getiren bir maskaraydı. Ben çok beğendim.,5,Pozitif
"Kirpiklerimi harika beslerim özel yağlar abon maskarası ile tanışma fırsatım bir arkadaşım vesilesi ile olmuştu hediye almıştı bana o günden beri benim için bu ürün ve şansıma bu ay bu harika maskara geldi kızlar şuan güncel fiyatıda öyle ucuz degil hep diyorum denebunu.com iyi ki var.
Dolgun ve hacimli kirpikler için ne markalar denedim ama olmadı bu beni aşıro tatmin etti ayırıyor birleştirmiyor ve aşırı güzel 😀
Dolgun ve uzun görünüm veriyor ve defalarca bir maskara ile üstünden geçmel zorunda degilsiniz 😀1veya 2 sefer yeterli cünkü yetiyor 😀 renkli göz kalemlerine hayran biri olarak renkli ve simli bir göz kalemi üstüne avon legendary ve hazırsınız 😀uzunlugu bakar mısınız o kadar karda oynadım asla akmadı topal topak olmadı asla 😀 alınsizd örnek fotograf😀",5,Pozitif
"Bu maskarayı Avon Unlimited Maskara ya da çok benzettim açıkçası. Silikon fırçası, verdiği mükemmel hacim ve kirpikleri tek tek ayırması vs hepsi çok çok benziyor. Tek farkı fırçasının eğik olmaması. Ayrıca hem alt hem hem de üst kirpikleri çok güzel kavrıyor ve şekillendiriyor. Ince fırçaları bu yüzden ayrıca çok seviyorum:)
Onun dışında performansı şahane, fiyatı da aşırı uygun eğer ki yükselmezse de bu fiyata tam stoklamalık bir maskara.. Ben Unlimited Maskarayı da çok sevmiştim biliyorsunuz ve hep yedekleyerek alırım artık favori listeme bu maskarayı da eklemiş bulundum..
Bence Avon'un şimdiye kadar çıkardığı en iyi iki maskara olarak tarihe düşmeliler ayrica dokulme yapmadı siyah ve yapısı öyle sıvı değil herkese tavsiye ederim",5,Pozitif
Oncelikle maskarayi cok begendigimi belirtmek isterim kirpiklerimi tel tel ayirdi iki kat surmeme rağmen topak topak kalmadi asla kirpiklerime extra bir volum verdi kirpiklerim cok uzun bir yapiya sahip bu yuzden oncesinde kivirma yapmadan denemek istedim kivirma konusunda da benim icin yeterli geldi fircasi cok ince oldugu icin kirpiklerimin en dibine kadar uygulama kolayligi sagliyor ayrica suya dayanikli degil makyaj cikarma asamasinda da bir zorluk yaratmiyor kutu tasirimi ise ilk bakista renk kombinasyonu acisindan cok hos olmus ama fircanin ust gold kismi sanki biraz daha kaliteli olabilirmis fakat firca ucu rimelin yapisi benim icin mukemmel bundan sonra da makyaj cantamdan ayirmayacagim urunler listesine girmis bulunmakta 🎉👍,5,Pozitif
"Kısa ve düz kirpiklere sahibim.Uzun deneyimlerim sonucu kirpiklerimin silikon fırça uçlu maskaralarla anlaşabildiğini gözlemledim.Ürüne gelirsek;ilk olarak Avon Legendary Lengths maskaranın silikon fırça ucuna sahip,kısa taraklı bir maskara olduğunu söyleyebilirim.Ürün yeni açılmış olmasına rağmen fırçaya fazladan ürün gelmediği için yeni açılmış ıslak maskara ve onun sonucunda birbirine yapışan kirpik sorunsalı yaşanmıyor.Maskaranın fırçası kirpikleri güzelce kavrıyor,uzatıyor ve çok güzel hacim veriyor.Orta fırça boyu sayesinde göz kapağına bulaşma yapmıyor.Gün içinde kirpiklerimin düşmediğini,maskaranın göz altlarıma da dökülme yapmadığını gözlemledim.Yüksek performansı açısından şans verilmesi gereken bir ürün.",5,Pozitif
"Avonun daha önce maskarlarını kullandım ve memnun kaldım yeni avon legendary lengths maskarda beni şaşırtmadı gerçekten çok güzel bir maskara hem fiyat hem performans açısından oldukça iyi kullanımı oldukça kolay yapışma topaklanma ıslak bir yapısı yok bu beni çok memnun etti en beğendiğim özellikleri hacim vermesi ve fırçasının ince yapılı olması sonuç dolgun,uzun ,ipek kirpik etkisinde  kirpikler bir maskarda arayacağım bütün özellikler bir arada ben çok memnun kaldım ve tavsiye ederim kesinlikle şans verilmesi gereken bir maskara. Benim için avon  legendary lengths da favori maskaralarımın arasında yerini aldı.Dene  bunuya bana bu  güzel maskarayı deneyimlememe fırsat sunduğu  için teşekkür ederim.",5,Pozitif
Şöyleki ürün hakkında düşüncelerim boyutu gayet iyi sizi uzun süre götürebilir.Rimele gelirsek avonun bir çok maskarasına gelirsek gerçekten en iyisi bu olmuş hem kullanılışı hem hacim verişi ürün cidden çok güzel.Ürünü sürer sürmez anlıyorsunuz .Çok iyi ucu var arkadaşlar sürme kolaylığı çok sağlıyor bide her kirpiklere denk geliyor sürüşü kolay bu yüzden.Renk bakımından da aşırı iyi net bi renkte veriyor.Takma kirpik takmaya son bile verdirir bu rimel .KİRPİKLERE ÇOK GÜZEL hacimde veriyor ben baya memnun kaldım bu kısma kadar sürmesi iyi ama döküntü yapıyor mu yapıyor ürün sürdükten bi kaç saat sonra ister istemez döküntü yapıyor.Silinmesi gayet kolay sildikten sonra asla iz bırakmıyor ben sevdim,5,Pozitif
Avonun daha önceden maskaralarını kullandım fakat içlerinde en memnun kaldığım bu yeni maskarası oldu bir çok pahalı markaya muadil bir maskara olduğu kesin tam bir fiyat performans ürünü takma kirpik etkisi olan bir ürün hacim veriyor kirpiklerim kaşlarıma değiyor desem yeridir siyahlığı çok güzel gözleri fazlasıyla belirgin ve güzel gösteriyor yapışma akma gibi bir durum olmadı uzun süre kalmasına rağmen ilk sürdüğüm gibi kaldı suya dayanıklı bir ürün kolay çıkmıyor ve akmıyor sadece bir kat sürmeme rağmen fazlasıyla hacim ve uzunluk verdi severek kullanacağım bir ürün oldu kesinlikle tavsiye ediyorum ve denebunuya teşekkür ediyorum bu güzel maskarayı denememe fırsat verdiği için🌸,5,Pozitif
Ürünü hiç beğenmedim. Highlighter kullanmayı çok severim ama bu ürün bence başarısız. Ne parlaklığını ne de dokusunu sevmedim. Ayrıca burnumun ucuna uyguladığımda fondotenimi de sildi ilginç bir şekilde. İyi ki deneme boyunu yollamışsınız çünkü çok kullanacağımı düşünmüyorum,1,Negatif
Ürünü daha önce marka olarak göz aşinalığım var fakat ürün highlighter olarak geçiyor ve ben sürdüğümde herhangi bir parlaklık göremedim..Ayrıca ürünün kokusu da çok kötüydü beni en çok hayal kırıklığına uğratan nokta bu oldu..,1,Negatif
"Gelmiş geçmiş en aydınlatmayan aydınlatıcı.ne simi var ne kalıcılığı.Hangi kozmetik ürünü bu kadar pis kokar onu da anlamış değilim . Ürünü kullandıktan sonra elimi yüzümü yıkama gereksinimi duydum .
Teşekkür ederim",1,Negatif
Kapağını açmaya çalışırken fazla akışkanlıktan yere döküldü ki ya kapak ona göre olmalı ya da kıvamı bu kadar akışkan olmamalı. Ayrıca verdiği etki de çok düşük. Az verim az para belki kabul edilebilir. :(,1,Negatif
Aydınlatıcı olarak belirtilmiş ama kapatıcı gibi herhangi bir aydınlatma işlevi bulunmuyor kapatıcı olarak kullanayım dense de renk gri bu nedenle göz altlarını da şiş gösteriyor. Beğenmedim,1,Negatif
Krem kokusunu sevmedim yüzümden krem kokusu gelmesi hoşuma gitmedi. Akışkan bir yapısı olmasına rağmen sürünce kalın bir yapısı var fondöten gibi kalıp yapı oluşturuyor bu hoşuma gitmedi.,1,Negatif
Evet yüzüne bir şey sürmüş etkisi uyandırıyor.Simleri görmek için büyüteçle bakmak gerekiyor adeta. Çift kat sürmeme rağmen kesinlikle highlighter namına bir parlaklık göremedim malesef.,1,Negatif
Kalın bir yapısı var. Bu yüzden cildin nefes almasını engellediğini düşünüyorum. Highlight etkisi olduğu yazılmış ancak fresh bir görüntü yaratmıyor. Alerjik yapıya da çok uygun değil.,1,Negatif
Açıklamada highlighter yazıyor fakat sürdüğümde hiçbir parlama vs. yok. normal fondoten gibi. Kokusu çok yapay ve çok sulu. Highlagter olarak asla tercih etmem çok gereksiz bir ürün.,1,Negatif
kötü parlaklık vermiyor. göz altına sürülen beyaz far niteliğinde bir aydınlatıcılığı var higlighter kesinlikle değil.biraz ışıltı biraz fresh bir görüntü vermesini isterdim,1,Negatif
